index,simulated,observed
677,76.44,
678,76.51612903,
679,102.7857143,
680,94.63636364,
681,90.71875,
682,157.3055556,
683,71.62068966,
684,70.92592593,
685,85.66666667,
686,89.59375,
687,62.08333333,
688,126.28,
689,89.15384615,
690,74.03703704,
691,62.5,
692,101.1470588,
693,107.4516129,
694,109.2058824,
695,107.3225806,
696,79.42307692,
697,165.71875,
698,70.23076923,
699,211.8108108,
700,92.76470588,
701,52.27777778,
702,66.76666667,
703,59.77272727,
704,134.2941176,
705,82.96,
706,79.28,
707,71.35,
708,117.5142857,
709,134.8787879,
710,74.36666667,
711,76.5,
712,119.5625,
713,67.88461538,
714,58.2173913,
715,84.61764706,
716,81.34482759,
717,78.29032258,
718,75.70833333,
719,91.35483871,
720,110.6969697,
721,138.375,
722,127.5454545,
723,153.5789474,
724,251.0263158,
725,56.63157895,
726,95.53125,
727,71.77777778,
728,87.96551724,
729,162.7575758,
730,111.5357143,
731,85.39285714,
732,99.85714286,
733,71.62962963,
734,226.6410256,
735,118.9,
736,72.66666667,
737,99.63636364,
738,109.7142857,
739,103.0333333,
740,170.2972973,
741,285,
742,60.88888889,
743,185.7777778,
744,65.4137931,
745,61.2173913,
746,112.09375,
747,104.2903226,
748,76.625,
749,224.2777778,
750,101.6538462,
751,118.1470588,
752,83.7037037,
753,113.0571429,
754,118.6,
755,92.48148148,
756,80.07692308,
757,64.52,
758,188.9705882,
759,64.82608696,
760,140.3823529,
761,60.40909091,
762,73.11538462,
763,89.93333333,
764,76.17241379,
765,91.27586207,
766,134.3529412,
767,61.47619048,
768,81.96875,
769,99.33333333,
770,73.95833333,
771,71.6,
772,100.483871,
773,134.1891892,
774,70.37037037,
775,99.27586207,
776,74.66666667,
777,71.03448276,
778,89.8125,
779,96.0625,
780,136.4333333,
781,180.8611111,
782,293.6315789,
783,86.92,
784,69.53846154,
785,142.1428571,
786,89.84848485,
787,136.6071429,
788,85.96428571,
789,91.76470588,
790,64,
791,81.2,
792,76.78947368,
793,117.2777778,
794,83.57142857,
795,202.0833333,
796,110.25,
797,140.5555556,
798,84.53571429,
799,88.74193548,
800,63.5862069,
801,70.62962963,
802,92.73333333,
803,68.51724138,
804,76.46428571,
805,72.84615385,
806,130.90625,
807,110.8333333,
808,64.4137931,
809,96.55555556,
810,115.6875,
811,174.5151515,
812,99.40740741,
813,82.60714286,
814,75.60714286,
815,80.55172414,
816,82,
817,110.03125,
818,85.53846154,
819,284.1388889,
820,86.0625,
821,68.56521739,
822,71.92592593,
823,113.0571429,
824,153.3055556,
825,188.0588235,
826,169.0294118,
827,65.95652174,
828,128.6,
829,60.38461538,
830,90.55172414,
831,107.5,
832,90.65625,
833,60.76190476,
834,106.2580645,
835,59.33333333,
836,69.80645161,
837,72.66666667,
838,81.55555556,
839,89.21212121,
840,126.037037,
841,147.6666667,
842,142.6451613,
843,98.03125,
844,115.9444444,
845,97.18181818,
846,107.3939394,
847,74.21428571,
848,79.04166667,
849,69.14814815,
850,84.56666667,
851,57.28,
852,52.91666667,
853,161.9705882,
854,66.07692308,
855,151.7142857,
856,107.8181818,
857,67.11111111,
858,88.26666667,
859,75.76666667,
860,112.5333333,
861,84.58064516,
862,132,
863,77.92307692,
864,205.8823529,
865,67.70833333,
866,120.6,
867,59.45833333,
868,78,
869,106.8064516,
870,84.02857143,
871,98.95833333,
872,83.90322581,
873,133.1515152,
874,89.44827586,
875,128.5333333,
876,97.81481481,
877,70.44827586,
878,92.9,
879,63.6,
880,91.375,
881,102.25,
882,131.3636364,
883,99.52941176,
884,85.46666667,
885,262.1428571,
886,91,
887,114.6896552,
888,60.15384615,
889,67.95652174,
890,99.81818182,
891,87.03571429,
892,94.42857143,
893,97.61290323,
894,65.20833333,
895,148.3529412,
896,76.45833333,
897,280.2307692,
898,73.5,
899,70.39130435,
900,122.9393939,
901,61.95833333,
902,101.9354839,
903,82.96774194,
904,76.22727273,
905,70.59259259,
906,78.16666667,
907,102.25,
908,64.26666667,
909,76.22222222,
910,85.77419355,
911,62.22222222,
912,99.37931034,
913,87.96296296,
914,104.3714286,
915,122.4411765,
916,111.6333333,
917,83.4375,
918,79.80952381,
919,81.48148148,
920,77.6,
921,86.33333333,
922,57.96428571,
923,73.93103448,
924,86.04347826,
925,62.32,
926,65.55172414,
927,67.64,
928,279.3333333,
929,101.8,
930,85.53846154,
931,123.4705882,
932,70.51724138,
933,52.0625,
934,70.61904762,
935,90.07142857,
936,204.6857143,
937,130.1111111,
938,92.37931034,
939,70.88,
940,70.45,
941,88.88888889,
942,59.52941176,
943,94.51428571,
944,70.91304348,
945,81.86666667,
946,119.25,
947,137.3333333,
948,92.23529412,
949,75.57142857,
950,62.51851852,
951,104.0454545,
952,64.68,
953,86.86956522,
954,69.96551724,
955,139.6774194,
956,95.41935484,
957,80.40740741,
958,68.96969697,
959,175.1724138,
960,70.26923077,
961,96.97142857,
962,88.87878788,
963,131.6363636,
964,132.6944444,
965,100.0606061,
966,77.75862069,
967,74.65517241,
968,148.3225806,
969,69.07692308,
970,93.85714286,
971,75.74074074,
972,101.75,
973,57.63636364,
974,92.96969697,
975,86.1,
976,69,
977,402.2222222,
978,124.0322581,
979,107.4,
980,98.22857143,
981,60.88,
982,82,
983,86.69230769,
984,80.75,
985,84.33333333,
986,66.92307692,
987,74.17857143,
988,107.3636364,
989,71.19354839,
990,166.2,
991,126.7027027,
992,87.23076923,
993,98.02857143,
994,74.48387097,
995,157.75,
996,77,
997,92.81481481,
998,144.0333333,
999,130.3448276,
1000,120.0344828,
